app_name,count,mean,positive_rate,weighted_score
 神明的一天世界-God's One Day World,14,0.5714285714285714,0.7857142857142857,0.6592717464140289
! That Bastard Is Trying To Steal Our Gold !,26,-0.38461538461538464,0.3076923076923077,0.37899619853194727
"!""We Are The Dwarves""!",103,0.5339805825242718,0.7669902912621359,0.7010261471617641
"""Glow Ball"" - The billiard puzzle game",27,-0.6296296296296297,0.18518518518518517,0.3006413655535104
#SelfieTennis,63,0.49206349206349204,0.746031746031746,0.6756796892206128
#killallzombies,7,0.42857142857142855,0.7142857142857143,0.5996985309510746
$1 Ride,26,-0.3076923076923077,0.34615384615384615,0.40319695882555784
'n Verlore Verstand,19,0.15789473684210525,0.5789473684210527,0.5469076563822929
.EXE,6,0.6666666666666666,0.8333333333333334,0.6477756738429165
001 Game Creator,39,0.7435897435897436,0.8717948717948718,0.7493233024335447
0RBITALIS,172,0.5,0.75,0.6970066957049655
1 Moment Of Time: Silentville,54,0.2962962962962963,0.6481481481481481,0.60380823334583
"1,000 Heads Among the Trees",11,0.6363636363636364,0.8181818181818182,0.6675872063573061
10 Minute Barbarian,11,0.2727272727272727,0.6363636363636364,0.5718230884388454
10 Minute Tower,3,-0.3333333333333333,0.3333333333333333,0.4431354300021093
10 Second Ninja,373,0.7533512064343163,0.8766756032171582,0.8133679863792441
10 Second Ninja X,36,0.8888888888888888,0.9444444444444444,0.7945651211130416
10 Years After,61,-0.5737704918032787,0.21311475409836064,0.29593653239421125
"10,000,000",993,0.7623363544813696,0.8811681772406847,0.833435760351715
100% Orange Juice,4300,0.8562790697674418,0.9281395348837209,0.8936432806896293
1000 Amps,170,0.5882352941176471,0.7941176470588235,0.7315539688604107
1001 Spikes,318,0.5974842767295597,0.7987421383647799,0.7460700683070465
101 Ways to Die,16,0.375,0.6875,0.6075903481393256
12 Labours of Hercules,599,0.8363939899833055,0.9181969949916527,0.8572329115321543
12 Labours of Hercules II: The Cretan Bull,452,0.7610619469026548,0.8805309734513275,0.8201604721887155
12 Labours of Hercules III: Girl Power,185,0.6864864864864865,0.8432432432432433,0.7720546312811027
12 Labours of Hercules IV: Mother Nature,59,0.8305084745762712,0.9152542372881356,0.7941840513129849
12 Labours of Hercules V: Kids of Hellas,44,0.9090909090909091,0.9545454545454546,0.8100311745990849
12 is Better Than 6,388,0.5360824742268041,0.7680412371134021,0.7235218582458041
12 orbits,16,0.875,0.9375,0.7510441456584263
123 Slaughter Me Street,127,0.4330708661417323,0.7165354330708661,0.6662785483016471
140,1794,0.8706800445930881,0.935340022296544,0.8897092743980208
16 Bit Arena,31,0.3548387096774194,0.6774193548387096,0.6149156580918393
16bit Trader,325,-0.6246153846153846,0.18769230769230769,0.24239753135879444
1775: Rebellion,21,0.6190476190476191,0.8095238095238095,0.6874606609806159
18 Wheels of Steel: Across America,4,1.0,1.0,0.6919940778277485
18 Wheels of Steel: American Long Haul,165,0.3575757575757576,0.6787878787878788,0.6404154804956436
18 Wheels of Steel: Extreme Trucker,60,0.36666666666666664,0.6833333333333333,0.6301465650969473
18 Wheels of Steel: Extreme Trucker 2,18,-0.1111111111111111,0.4444444444444444,0.4673417460077758
1849,138,0.391304347826087,0.6956521739130435,0.65135531395924
1917 - The Alien Invasion DX,31,0.8064516129032258,0.9032258064516129,0.7611719502087257
1931: Scheherazade at the Library of Pergamum,68,0.5588235294117647,0.7794117647058824,0.7013036861389995
1942: The Pacific Air War,11,0.2727272727272727,0.6363636363636364,0.5718230884388454
1953 - KGB Unleashed,204,-0.09803921568627451,0.45098039215686275,0.46085369771675644
1953: NATO vs Warsaw Pact,24,-0.6666666666666666,0.16666666666666666,0.29315686412423875
1954 Alcatraz,204,0.49019607843137253,0.7450980392156863,0.695731511416218
1979 Revolution: Black Friday,227,0.5947136563876652,0.7973568281938326,0.7393513783917687
1993 Space Machine,86,0.3488372093023256,0.6744186046511628,0.6289470989144826
199X,159,0.6855345911949685,0.8427672955974843,0.7683809627381454
1Heart,85,0.15294117647058825,0.5764705882352941,0.5564649518699807
1Quest,74,0.08108108108108109,0.5405405405405406,0.5294885666311012
200% Mixed Juice!,179,0.7653631284916201,0.88268156424581,0.8025261490449445
2064: Read Only Memories,464,0.7241379310344828,0.8620689655172413,0.8050777459899858
20XX,915,0.9169398907103825,0.9584699453551913,0.8996273947509862
21 Steps to Soul,2,1.0,1.0,0.6407951473548253
24 Hours 'til Rescue,19,-0.2631578947368421,0.3684210526315789,0.42182057269617845
3 Stars of Destiny,81,0.08641975308641975,0.5432098765432098,0.5317424055626047
300 Dwarves,24,-0.16666666666666666,0.4166666666666667,0.4482892160310597
3030 Deathwar Redux - A Space Odyssey,59,0.9322033898305084,0.9661016949152542,0.8302065882084524
3079 -- Block Action RPG,273,-0.047619047619047616,0.47619047619047616,0.4805850288023992
3089 -- Futuristic Action RPG,354,0.519774011299435,0.7598870056497176,0.7155170151980335
35MM,326,0.2331288343558282,0.6165644171779141,0.5961652847438886
3D Chess,5,0.6,0.8,0.625065935366517
3D Mini Golf,29,-0.4482758620689655,0.27586206896551724,0.35637350145495295
3D ParticleGen Visual FX,10,0.0,0.5,0.5
3D Sprite Renderer and Convex Hull Editor,3,-1.0,,
3D Ultra Minigolf Adventures Deluxe,37,0.2972972972972973,0.6486486486486487,0.5989209093250573
3DF Zephyr Lite Steam Edition,11,1.0,1.0,0.7633513242757667
3DMark 11,20,0.8,0.9,0.7400322918373472
3DRPG,58,0.4482758620689655,0.7241379310344828,0.6584575315875785
3SwitcheD,90,-0.4444444444444444,0.2777777777777778,0.33493317723778493
3d Bridges,15,-0.06666666666666667,0.4666666666666667,0.48113446718609776
3d Engineers,13,0.07692307692307693,0.5384615384615384,0.5210832206836116
3dSunshine,14,1.0,1.0,0.7787255562245505
4 Elements,296,0.6283783783783784,0.8141891891891891,0.757589066279521
404Sight,765,0.673202614379085,0.8366013071895425,0.7910105899951505
4089: Ghost Within,59,0.288135593220339,0.6440677966101694,0.6020638545371579
4PM,128,-0.515625,0.2421875,0.30188458964326775
4x4 Dream Race,23,-0.391304347826087,0.30434782608695654,0.3795100624695341
50 years,36,0.7222222222222222,0.8611111111111112,0.7393341609043463
500 Years Act 1,23,-0.5652173913043478,0.21739130434782608,0.32595897912266036
5089: The Action RPG,192,0.8645833333333334,0.9322916666666666,0.8436259850909078
60 Seconds!,1202,0.46256239600665555,0.7312811980033278,0.7039355650737585
6180 the moon,269,0.8215613382899628,0.9107806691449815,0.834625993166437
688(I) Hunter/Killer,25,0.6,0.8,0.6874949974302207
7 Days to Die,25070,0.6077383326685282,0.8038691663342641,0.7894677896642308
"7 Grand Steps, Step 1: What Ancients Begat",380,0.18947368421052632,0.5947368421052631,0.5789031181236428
7 Mages,23,0.4782608695652174,0.7391304347826086,0.6472654792039028
7 Wonders II,26,0.6153846153846154,0.8076923076923077,0.6936060823488843
7 Wonders of the Ancient World,16,0.25,0.625,0.5717268987595503
7 Wonders: Ancient Alien Makeover,53,0.6981132075471698,0.8490566037735849,0.7440072529824329
7 Wonders: Magical Mystery Tour,9,1.0,1.0,0.75
7 Wonders: The Treasures of Seven,20,0.6,0.8,0.6800242188780103
"7,62 High Calibre",102,0.37254901960784315,0.6862745098039216,0.6401184159086111
7D Game （VR for VIVE）,3,1.0,1.0,0.6705937099936721
7th Legion,25,-0.04,0.48,0.48750033350465194
8-Bit Adventures 1: The Forgotten Journey Remastered Edition,34,0.8823529411764706,0.9411764705882353,0.7898894934566958
8-Bit Armies,738,0.7046070460704607,0.8523035230352304,0.8040677810656177
8-Bit Commando,87,-0.26436781609195403,0.367816091954023,0.40215851844847844
8-Bit Hordes,140,0.6714285714285714,0.8357142857142857,0.760032668794067
80 Days,408,0.8480392156862745,0.9240196078431373,0.8546484594597209
868-HACK,42,0.9047619047619048,0.9523809523809523,0.8065729673127349
8Bit Fiesta,118,0.864406779661017,0.9322033898305084,0.8296650513263728
8BitMMO,3200,0.145625,0.5728125,0.5664002593728577
8infinity,33,0.5151515151515151,0.7575757575757576,0.668474487615468
9 Clues 2: The Ward,85,0.788235294117647,0.8941176470588236,0.7910116750222084
9 Clues: The Secret of Serpent Creek,277,0.7833935018050542,0.8916967509025271,0.8197155356055855
9.03m,552,0.6304347826086957,0.8152173913043478,0.7681231682792531
99 Levels To Hell,245,0.06938775510204082,0.5346938775510204,0.5280791851018377
99 Spirits,200,0.15,0.575,0.559803969232124
99 Waves to Die,15,0.06666666666666667,0.5333333333333333,0.5188655328139022
9Grids VR,3,0.3333333333333333,0.6666666666666666,0.5568645699978907
9th Company - Roots of Terror,72,-0.08333333333333333,0.4583333333333333,0.46978510514801264
9th Dawn II,39,0.8461538461538461,0.9230769230769231,0.7837127234588613
A Bastard's Tale,69,0.6521739130434783,0.8260869565217391,0.7353250578579482
A Bird Story,2037,0.6877761413843888,0.8438880706921944,0.8091946285617667
A Blind Legend,43,0.5813953488372093,0.7906976744186046,0.6976483969101107
A Chair in a Room: Greenwater,307,0.8175895765472313,0.9087947882736156,0.8359536139169346
A City Sleeps,58,0.3103448275862069,0.6551724137931034,0.6097013680221697
A Date in the Park,379,0.7097625329815304,0.8548812664907651,0.7955216851178094
A Day in the Woods,6,1.0,1.0,0.7216635107643746
A Detective's Novel,43,0.5813953488372093,0.7906976744186046,0.6976483969101107
A Druid's Duel,72,0.6111111111111112,0.8055555555555556,0.7215758955812404
"A Fear Of Heights, And Other Things",13,1.0,1.0,0.7740818688869509
A Fistful of Gun,252,0.5158730158730159,0.7579365079365079,0.7091722684137501
A Game of Changes,10,0.8,0.9,0.7056567076341681
A Game of Dwarves,290,0.2,0.6,0.5818743201777634
A Game of Thrones - Genesis,222,-0.4864864864864865,0.25675675675675674,0.304524044517895
A Golden Wake,110,0.4,0.7,0.6515463577733664
A Good Snowman Is Hard To Build,68,0.9117647058823529,0.9558823529411765,0.8284428563320518
A Healer Only Lives Twice,28,0.7142857142857143,0.8571428571428571,0.7275394837687255
A Kiss For The Petals - Remembering How We Met,250,0.832,0.916,0.8371649112898064
A Legend of Luca,117,0.7606837606837606,0.8803418803418803,0.7898779364269851
A Little Lily Princess,73,0.863013698630137,0.9315068493150684,0.8133951610744699
A Magical High School Girl,14,1.0,1.0,0.7787255562245505
A Mass of Dead,12,0.0,0.5,0.5
A New Beginning - Final Cut,446,0.242152466367713,0.6210762331838565,0.6017904695870628
A Princess' Tale,11,0.2727272727272727,0.6363636363636364,0.5718230884388454
A Quiver of Crows,15,0.4666666666666667,0.7333333333333333,0.6320587296973159
A Sirius Game,12,-0.16666666666666666,0.4166666666666667,0.4551691189616627
A Story About My Uncle,4946,0.860088960776385,0.9300444803881924,0.8968240198653593
A Stroke of Fate: Operation Bunker,1,-1.0,,
A Study in Steampunk: Choice by Gaslight,83,0.9518072289156626,0.9759036144578314,0.8505164104799012
A Valley Without Wind,268,0.2537313432835821,0.6268656716417911,0.603319744019996
A Valley Without Wind 2,129,-0.05426356589147287,0.4728682170542636,0.479136058125542
A Vampyre Story,39,0.07692307692307693,0.5384615384615384,0.5257920657689874
A Verdant Hue,5,0.2,0.6,0.5416886451221723
A Virus Named TOM,354,0.05084745762711865,0.5254237288135594,0.5210831862693729
A Walk in the Dark,187,0.6042780748663101,0.8021390374331551,0.7396768608478874
A Week of Circus Terror,2,0.0,0.5,0.5
A Wild Catgirl Appears!,113,-0.008849557522123894,0.49557522123893805,0.49663863310573775
A Wise Use of Time,82,0.7073170731707317,0.8536585365853658,0.7601429342098673
A Wizard's Lizard,266,0.39849624060150374,0.6992481203007519,0.662185035910107
A Wolf in Autumn,135,0.5851851851851851,0.7925925925925926,0.7259112832768344
A dead world's dream,16,0.625,0.8125,0.6793172468988758
A grande bagunça espacial - The big space mess,164,0.08536585365853659,0.5426829268292683,0.5335054137976167
A-10 VR,98,0.8979591836734694,0.9489795918367347,0.8363945880362351
A-Gents,32,0.75,0.875,0.7441080243184124
A-Men 2,6,-0.3333333333333333,0.3333333333333333,0.4261121630785418
A-Train 8,22,-0.36363636363636365,0.3181818181818182,0.388930179630423
A-Train 9 V4.0 : Japan Rail Simulator,11,0.6363636363636364,0.8181818181818182,0.6675872063573061
A-men,19,-0.5789473684210527,0.21052631578947367,0.3280052599315927
A.I. Invasion,25,-0.04,0.48,0.48750033350465194
A.I. Space Corps,12,-0.3333333333333333,0.3333333333333333,0.41033823792332536
A.I.M. Racing,19,0.05263157894736842,0.5263157894736842,0.5156358854607643
A.I.M.2 Clan Wars,37,-0.08108108108108109,0.4594594594594595,0.4730215701840753
A.R.E.S.,448,0.34375,0.671875,0.6445344651229872
A.R.E.S. Extinction Agenda EX,65,0.47692307692307695,0.7384615384615385,0.6709028766601245
A.V.,11,0.2727272727272727,0.6363636363636364,0.5718230884388454
A.V.A. Alliance of Valiant Arms™,5074,-0.057942451714623575,0.47102877414268823,0.4732496254123036
ABC Coloring Town,26,0.0,0.5,0.5
ABE VR,121,0.33884297520661155,0.6694214876033058,0.6295271186373265
ABO MANDO,12,-0.8333333333333334,0.08333333333333333,0.2758455948083135
ABRACA - Imagic Games,8,0.75,0.875,0.6814578107542375
ABZÛ,2606,0.866462010744436,0.9332310053722179,0.8926466538713265
ACDSee 15,5,0.6,0.8,0.625065935366517
ACE - Arena: Cyber Evolution,680,0.36176470588235293,0.6808823529411765,0.6554998797639349
ACE Academy,348,0.9310344827586207,0.9655172413793104,0.8856315416948768
ACE COMBAT™ ASSAULT HORIZON Enhanced Edition,1729,-0.0167727009832273,0.4916136495083864,0.49250249035544014
ACID Music Studio 10 - Steam Powered,16,0.25,0.625,0.5717268987595503
ADOM (Ancient Domains Of Mystery),324,0.845679012345679,0.9228395061728395,0.8487045014289409
ADR1FT,496,0.10483870967741936,0.5524193548387096,0.5443319809880359
ADventure Lib,56,-0.17857142857142858,0.4107142857142857,0.43715121303794896
AGON - The Lost Sword of Toledo,4,1.0,1.0,0.6919940778277485
AGON - The Mysterious Codex (Trilogy),8,0.75,0.875,0.6814578107542375
AI War: Fleet Command,701,0.7631954350927247,0.8815977175463623,0.8285370242928713
AI: Rampage,38,-0.3157894736842105,0.34210526315789475,0.3945146986643862
AION Free-to-Play,229,0.13537117903930132,0.5676855895196506,0.5545168170011058
AIPD - Artificial Intelligence Police Department,23,0.8260869565217391,0.9130434782608695,0.7543676458976502
AKIBA'S TRIP: Undead & Undressed,862,0.7563805104408353,0.8781902552204176,0.8287724996291038
ALICE VR,40,0.2,0.6,0.5673033180658796
ALLTYNEX Second,40,0.95,0.975,0.8196907608129284
ALONE IN SPACE,59,0.01694915254237288,0.5084745762711864,0.5060037561492445
ALONE?,44,0.18181818181818182,0.5909090909090909,0.562006234919817
ALONE? - VR,20,0.2,0.6,0.5600080729593367
ALPAGES : THE FIVE BOOKS,29,-0.2413793103448276,0.3793103448275862,0.42266265462959
AL･FINE,19,-0.05263157894736842,0.47368421052631576,0.48436411453923567
AMOK,58,-0.13793103448275862,0.43103448275862066,0.4512438364345912
ANKI,20,0.4,0.7,0.6200161459186735
APB Reloaded,12604,0.18898762297683275,0.5944938114884164,0.5889855192848875
APOX,79,-0.46835443037974683,0.26582278481012656,0.3284347689528938
APT,27,0.5555555555555556,0.7777777777777778,0.6759046774527849
AR-K,155,-0.13548387096774195,0.432258064516129,0.44707168835891653
AR-K: The Great Escape,34,0.9411764705882353,0.9705882352941176,0.8092154596871421
ARCADE GAME SERIES: DIG DUG,22,0.45454545454545453,0.7272727272727273,0.6388372754619712
ARCADE GAME SERIES: GALAGA,52,0.6923076923076923,0.8461538461538461,0.7413902485146626
ARCADE GAME SERIES: Ms. PAC-MAN,24,0.6666666666666666,0.8333333333333334,0.7068431358757613
ARCADE GAME SERIES: PAC-MAN,25,0.68,0.84,0.7124943304209167
ARK: Survival Evolved,12470,-0.15396952686447474,0.42301523656776263,0.4275173417300298
ARK: Survival Of The Fittest,2937,0.1807967313585291,0.5903983656792645,0.5822292891776639
ARM Planetary Prospectors Episode 1,34,0.35294117647058826,0.6764705882352942,0.6159557973826784
ARMED SEVEN,15,0.8666666666666667,0.9333333333333333,0.7452519265807295
ARSLAN: THE WARRIORS OF LEGEND,65,0.2923076923076923,0.6461538461538462,0.6047469244045924
ASA: A Space Adventure - Remastered Edition,11,0.8181818181818182,0.9090909090909091,0.7154692653165364
ASCII Attack,20,0.9,0.95,0.7700363283170155
ASMR Universe,44,0.45454545454545453,0.7272727272727273,0.6550155872995425
ASRECorp,20,0.5,0.75,0.6500201823983419
ASTROKILL,15,1.0,1.0,0.7829829922085341
ATOM GRRRL!!,12,0.5,0.75,0.634492643115012
ATV GP,4,-0.5,0.25,0.40400296108612577
AVSEQ,34,-0.29411764705882354,0.35294117647058826,0.4033701688477681
AWA,16,0.625,0.8125,0.6793172468988758
AX:EL,45,0.3333333333333333,0.6666666666666666,0.6140275289158084
AXYOS,412,0.15048543689320387,0.5752427184466019,0.562968748795753
AZMD! Scorepocalypse ,23,0.5652173913043478,0.782608695652174,0.6740410208773396
AaAaAA!!! - A Reckless Disregard for Gravity,422,0.6587677725118484,0.8293838862559242,0.7760387142395406
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,519,0.5838150289017341,0.791907514450867,0.747480533642867
Aarklash: Legacy,285,0.6070175438596491,0.8035087719298246,0.7482079748389262
Aartform Curvy 3D 3.0,27,0.4074074074074074,0.7037037037037037,0.6289967634653756
Aaru's Awakening,66,0.48484848484848486,0.7424242424242424,0.6740531125127215
Abalone,36,-0.16666666666666666,0.4166666666666667,0.4447690397913047
Abandoned: Chestnut Lodge Asylum,12,0.5,0.75,0.634492643115012
Abbot's Book Demo,84,0.9285714285714286,0.9642857142857143,0.8423945149891283
Abduction Action! Plus,20,0.3,0.65,0.5900121094390052
Abduction Bit,7,1.0,1.0,0.7326299055525074
Aberoth,634,0.1829652996845426,0.5914826498422713,0.5783721341911563
Abode,50,0.96,0.98,0.8330358542257111
"About Love, Hate and the other ones",153,0.673202614379085,0.8366013071895425,0.7627077718826552
Abrix the robot,17,0.6470588235294118,0.8235294117647058,0.6879982717642728
Absence,14,-0.2857142857142857,0.35714285714285715,0.42036412679298557
Absent,115,0.6347826086956522,0.8173913043478261,0.7415106190327337
Absolute Drift,934,0.7601713062098501,0.880085653104925,0.8316039273599325
Abyss Odyssey,1066,0.2270168855534709,0.6135084427767354,0.5995941914492838
Abyss Raiders: Uncharted,25,-0.28,0.36,0.4125023345325637
Abyss: The Wraiths of Eden,277,0.8194945848375451,0.9097472924187726,0.8344489704261194
Acan's Call: Act 1,137,0.7664233576642335,0.8832116788321168,0.7962614069848567
Acceleration of Suguri X-Edition,117,0.6923076923076923,0.8461538461538461,0.7638214927032112
Accounting,965,0.9357512953367876,0.9678756476683937,0.9087790075924326
Ace of Protectors,10,0.2,0.6,0.551414176908542
Ace of Seafood,52,0.9615384615384616,0.9807692307692307,0.8352642340481425
Ace of Words,219,0.2876712328767123,0.6438356164383562,0.6154742631677828
Aces Wild: Manic Brawling Action!,217,0.6866359447004609,0.8433179723502304,0.7754365410814695
Aces of the Galaxy,19,-0.05263157894736842,0.47368421052631576,0.48436411453923567
Aces of the Luftwaffe,15,0.3333333333333333,0.6666666666666666,0.5943276640695113
Achron,69,0.391304347826087,0.6956521739130435,0.6411950347147689
Acorn Assault: Rodent Revolution,29,0.5172413793103449,0.7586206896551724,0.6657228829365928
Across,3,1.0,1.0,0.6705937099936721
Across the Rhine,12,0.3333333333333333,0.6666666666666666,0.5896617620766746
Act of Aggression,955,0.25026178010471206,0.625130890052356,0.6092762163912917
Act of War: Direct Action,65,0.6,0.8,0.7150068448304792
Act of War: High Treason,57,0.6140350877192983,0.8070175438596491,0.7165863068170746
Action Henk,266,0.8195488721804511,0.9097744360902256,0.8335503568717295
Action Legion,14,0.8571428571428571,0.9285714285714286,0.7389076196210433
Action! - Gameplay Recording and Streaming,407,0.4594594594594595,0.7297297297297297,0.6921174043855217
Actua Golf 3,6,0.3333333333333333,0.6666666666666666,0.5738878369214582
Actual Multiple Monitors,1,-1.0,,
Actual Sunlight,272,0.6323529411764706,0.8161764705882353,0.7577551303130046
AdVenture Capitalist,13450,0.7605947955390334,0.8802973977695168,0.8585581564961842
AdVenture Communist,1487,0.3073301950235373,0.6536650975117687,0.6366228609561554
Adam Wolfe,47,0.8723404255319149,0.9361702127659575,0.8001661253398111
Adam and Eve: The Game - Chapter 1,10,-1.0,,
Adam's Venture Chronicles,32,0.625,0.8125,0.7034233535986769
Adam's Venture Origins,12,0.16666666666666666,0.5833333333333334,0.5448308810383373
Adele: Following the Signs,15,0.6,0.8,0.6697897953251204
Adorables,144,0.3055555555555556,0.6527777777777778,0.6186251921886609
Advanced Tactics Gold,40,0.8,0.9,0.7692132722635187
Advent,10,0.4,0.7,0.602828353817084
Advent Rising,187,0.5828877005347594,0.7914438502673797,0.7311927241807056
Adventure Apes and the Mayan Mystery,5,1.0,1.0,0.7084432256108616
Adventure Chronicles: The Search For Lost Treasure,34,0.35294117647058826,0.6764705882352942,0.6159557973826784
Adventure Park,89,-0.8202247191011236,0.0898876404494382,0.1957196989883195
Adventure Time: Magic Man's Head Games,61,0.5737704918032787,0.7868852459016393,0.7040634676057888
Adventure World,13,-0.07692307692307693,0.46153846153846156,0.47891677931638843
Adventure in the Tower of Flight,46,0.782608695652174,0.8913043478260869,0.7685143299763098
AdventureQuest 3D,1425,0.3235087719298246,0.6617543859649123,0.6435836934921519
Adventures Of Fluzz,9,0.5555555555555556,0.7777777777777778,0.6388888888888888
Adventures of Bertram Fiddle: Episode 1: A Dreadly Business,176,0.7840909090909091,0.8920454545454546,0.8095121868387973
Adventures of Robinson Crusoe,20,0.0,0.5,0.5
Adventures of Shuggy,388,0.6134020618556701,0.8067010309278351,0.7557605878004873
Adventurezator: When Pigs Fly,51,0.49019607843137253,0.7450980392156863,0.6704924511766259
AdvertCity,49,0.3469387755102041,0.673469387755102,0.6200397890109359
Aegis,19,0.2631578947368421,0.631578947368421,0.5781794273038214
Aegis of Earth: Protonovus Assault,9,0.3333333333333333,0.6666666666666666,0.5833333333333333
Aeon Command,39,0.7435897435897436,0.8717948717948718,0.7493233024335447
Aerannis,74,0.5135135135135135,0.7567567567567568,0.6867609219969742
Aero's Quest,50,0.44,0.72,0.6526414331867842
Aerofly FS 1 Flight Simulator,67,0.2537313432835821,0.6268656716417911,0.5912448467074966
Aerofly FS 2 Flight Simulator,271,0.5571955719557196,0.7785977859778598,0.7270631284701666
Affairs of the Court: Choice of Romance,24,0.75,0.875,0.7326985278602314
Affected Zone Tactics,38,0.21052631578947367,0.6052631578947368,0.5703235342237425
After All,10,0.0,0.5,0.5
After The End: The Harvest,19,0.47368421052631576,0.7368421052631579,0.6407229691468787
Afterlife Empire,70,0.2,0.6,0.5722849473909591
Agarest Zero,189,0.5343915343915344,0.7671957671957672,0.7121332086744228
Agarest: Generations of War,1021,0.44172380019588636,0.7208619000979432,0.6934344259731927
Agarest: Generations of War 2,103,0.2621359223300971,0.6310679611650486,0.5986855631521388
Age of Barbarian Extended Cut,90,0.4444444444444444,0.7222222222222222,0.6650668227622151
Age of Booty,131,-0.3435114503816794,0.3282442748091603,0.3677404336801865
Age of Castles: Warlords,15,-0.4666666666666667,0.26666666666666666,0.3679412703026841
Age of Cavemen,151,-0.2980132450331126,0.3509933774834437,0.3838335329939094
Age of Conan: Unchained,270,0.3851851851851852,0.6925925925925925,0.6569275420025864
Age of Conquest IV,335,0.5522388059701493,0.7761194029850746,0.7281909927372185
Age of Empires II (2013),14973,0.8486609229947238,0.9243304614973619,0.900844827896451
Age of Empires® III (2007),97,1.0,1.0,0.8742374810626403
Age of Enigma: The Secret of the Sixth Ghost,12,0.5,0.75,0.634492643115012
Age of Farming,6,0.0,0.5,0.5
Age of Fear 2: The Chaos Lord GOLD,84,0.6666666666666666,0.8333333333333334,0.7458217030691178
Age of Gladiators,188,0.6595744680851063,0.8297872340425532,0.7617180486638837
Age of Mythology: Extended Edition,3217,0.5847062480571962,0.792353124028598,0.766648034036686
Age of Steel: Recharge,46,0.08695652173913043,0.5434782608695652,0.5298349255529233
Age of Survival,73,-0.6986301369863014,0.1506849315068493,0.24629915532066718
Age of Wonders,181,0.6906077348066298,0.8453038674033149,0.7732176624384958
Age of Wonders 2: The Wizard's Throne,52,0.4230769230769231,0.7115384615384616,0.6475162629811828
Age of Wonders III,2413,0.6419394944053046,0.8209697472026523,0.7901975352050035
Age of Wonders: Shadow Magic,125,0.76,0.88,0.7913846289031804
Agent Awesome,65,0.07692307692307693,0.5384615384615384,0.5275649801064717
Agent Walker: Secret Journey,9,0.1111111111111111,0.5555555555555556,0.5277777777777778
Aggression: Europe Under Fire,27,-0.1111111111111111,0.4444444444444444,0.464819064509443
Agricultural Simulator 2011: Extended Edition,87,-0.05747126436781609,0.47126436781609193,0.478730112706191
Agricultural Simulator 2012: Deluxe Edition,4,-0.5,0.25,0.40400296108612577
Agricultural Simulator 2013 Steam Edition,291,-0.5601374570446735,0.21993127147766323,0.27064323550224273
Agricultural Simulator: Historical Farming,125,-0.488,0.256,0.31290039617795784
Ahnayro: The Dream World,39,1.0,1.0,0.835296854996836
Ahros: One warrior chronicle,13,0.5384615384615384,0.7692307692307693,0.6475825447852812
Aiball,16,0.125,0.5625,0.5358634493797751
Aim Hero,70,0.8285714285714286,0.9142857142857143,0.7994662106196878
Air Brawl,557,0.5044883303411131,0.7522441651705566,0.7146602648097807
Air Conflicts - Secret Wars,103,0.20388349514563106,0.6019417475728155,0.576755438007219
Air Conflicts: Vietnam,105,-0.42857142857142855,0.2857142857142857,0.3383542278491727
Air Forte ,50,0.16,0.58,0.5555059757042852
Air Guardians,84,0.047619047619047616,0.5238095238095238,0.5175586930763656
Air Missions: HIND,57,0.6842105263157895,0.8421052631578947,0.7413390275961688
AirBuccaneers,274,0.145985401459854,0.572992700729927,0.5595351160077142
AirMech Strike,4073,0.7800147311563957,0.8900073655781979,0.8580663886065442
Airline Director 2 - Tycoon Game,30,-0.26666666666666666,0.36666666666666664,0.4140902244631623
Airline Tycoon 2,226,-0.7610619469026548,0.11946902654867257,0.19379755906495916
Airline Tycoon Deluxe,61,0.3114754098360656,0.6557377049180327,0.6107773109859995
Airport Fire Department - The Simulation,5,-1.0,,
Airport Firefighters - The Simulation,45,-0.4222222222222222,0.28888888888888886,0.355565130039976
Airport Madness 3D,83,0.7108433734939759,0.8554216867469879,0.7617780787128375
Airport Madness 4,25,0.6,0.8,0.6874949974302207
Airport Madness: Time Machine,26,0.6923076923076923,0.8461538461538461,0.7178068426424948
Airport Madness: World Edition,105,0.6,0.8,0.7263040810111583
Airport Simulator 2014,543,-0.7053406998158379,0.14732965009208104,0.2002803400961178
Airport Simulator 2015,36,-0.4444444444444444,0.2777777777777778,0.3527174394434792
Airscape: The Fall of Gravity,216,0.6851851851851852,0.8425925925925926,0.7747607670907652
Airship Dragoon,28,0.21428571428571427,0.6071428571428571,0.5682618451306176
Airships: Conquer the Skies,624,0.9647435897435898,0.9823717948717948,0.9129112546904075
Airstrike HD,70,-0.2,0.4,0.42771505260904086
Akane the Kunoichi,50,0.28,0.64,0.5971354574824991
Akaneiro: Demon Hunters,164,-0.3170731707317073,0.34146341463414637,0.3755513201802809
Akin,22,0.6363636363636364,0.8181818181818182,0.6943721856467597
Akuatica,21,0.6190476190476191,0.8095238095238095,0.6874606609806159
Al Emmo and the Lost Dutchman's Mine,28,0.2857142857142857,0.6428571428571429,0.5910157935074902
Al Emmo's Postcards from Anozira,15,-0.06666666666666667,0.4666666666666667,0.48113446718609776
Alan Wake,6193,0.7897626352333279,0.894881317616664,0.8663731362586875
Alan Wake's American Nightmare,1409,0.49325762952448543,0.7466288147622427,0.7188294802170798
Albedo: Eyes from Outer Space,133,0.06766917293233082,0.5338345864661654,0.5260892814626352
